County_FIPS,County,State,Obesity-2019-Percentage,Limited Access to Healthy Foods-2019-Percent
26055,Grand Traverse County,Michigan,26.1,5.3598353477
26135,Oscoda County,Michigan,26.1,0.5588271337
29151,Osage County,Missouri,26.1,3.6396460255
33009,Grafton County,New Hampshire,26.1,2.5054491177
39005,Ashland County,Ohio,26.1,1.5133460761
45039,Fairfield County,South Carolina,26.1,10.485641502
48181,Grayson County,Texas,26.1,5.8968463393
51147,Prince Edward County,Virginia,26.1,5.1274122934
53071,Walla Walla County,Washington,26.1,5.3705285071
12081,Manatee County,Florida,26.2,6.1415377369
15001,Hawaii County,Hawaii,26.2,8.0926997462
18115,Ohio County,Indiana,26.2,No Data
20079,Harvey County,Kansas,26.2,0.9787827858
20109,Logan County,Kansas,26.2,4.8834433878
20171,Scott County,Kansas,26.2,4.5010553179
20185,Stafford County,Kansas,26.2,8.1117429076
21051,Clay County,Kentucky,26.2,13.772613525
27017,Carlton County,Minnesota,26.2,4.2196892022
28045,Hancock County,Mississippi,26.2,15.447618362
29073,Gasconade County,Missouri,26.2,2.7977301657
37119,Mecklenburg County,North Carolina,26.2,5.4744737079
42029,Chester County,Pennsylvania,26.2,6.1927714754
44005,Newport County,Rhode Island,26.2,4.6445771271
45005,Allendale County,South Carolina,26.2,1.2912218429
48297,Live Oak County,Texas,26.2,3.5772573772
51009,Amherst County,Virginia,26.2,3.8668218081
05067,Jackson County,Arkansas,26.3,14.269319856
06097,Sonoma County,California,26.3,2.5819329266
06101,Sutter County,California,26.3,8.136842855
16001,Ada County,Idaho,26.3,6.2386902184
17195,Whiteside County,Illinois,26.3,6.2593336391
25023,Plymouth County,Massachusetts,26.3,4.8051628174
27063,Jackson County,Minnesota,26.3,5.3861170217
29213,Taney County,Missouri,26.3,17.457605419
30061,Mineral County,Montana,26.3,9.0893312537
35027,Lincoln County,New Mexico,26.3,15.328200884
39063,Hancock County,Ohio,26.3,3.8278323486
39127,Perry County,Ohio,26.3,1.7810253328
41051,Multnomah County,Oregon,26.3,1.5017137946
48467,Van Zandt County,Texas,26.3,10.670670887
49055,Wayne County,Utah,26.3,15.831904265
51057,Essex County,Virginia,26.3,16.577254667
54031,Hardy County,West Virginia,26.3,6.4404993827
55015,Calumet County,Wisconsin,26.3,3.6404442996
55123,Vernon County,Wisconsin,26.3,6.0501885027
06045,Mendocino County,California,26.4,5.9221340266
13165,Jenkins County,Georgia,26.4,0.5758647707
13179,Liberty County,Georgia,26.4,17.259927972
13271,Telfair County,Georgia,26.4,22.209255818
13297,Walton County,Georgia,26.4,10.901659786
16035,Clearwater County,Idaho,26.4,3.4415662297
17031,Cook County,Illinois,26.4,1.7666650341
17075,Iroquois County,Illinois,26.4,10.719878828
22031,De Soto Parish,Louisiana,26.4,9.2570296612
27079,Le Sueur County,Minnesota,26.4,1.4798202754
29053,Cooper County,Missouri,26.4,10.018785896
30049,Lewis And Clark County,Montana,26.4,4.2666426387
40107,Okfuskee County,Oklahoma,26.4,7.4575339801
42127,Wayne County,Pennsylvania,26.4,0.8749552074
46017,Buffalo County,South Dakota,26.4,12.05484954
48309,Mclennan County,Texas,26.4,16.802640276
49051,Wasatch County,Utah,26.4,6.8358364365
51137,Orange County,Virginia,26.4,9.9512856482
54015,Clay County,West Virginia,26.4,9.8604286501
01027,Clay County,Alabama,26.5,2.9746178357
12011,Broward County,Florida,26.5,2.3787990307
13081,Crisp County,Georgia,26.5,3.4997786872
16063,Lincoln County,Idaho,26.5,41.785711611
17073,Henry County,Illinois,26.5,9.1630874492
21131,Leslie County,Kentucky,26.5,4.9381010776
29009,Barry County,Missouri,26.5,8.4664092213
30081,Ravalli County,Montana,26.5,0.8928189552
32510,Carson City,Nevada,26.5,2.7442704051
37037,Chatham County,North Carolina,26.5,4.5506711429
38011,Bowman County,North Dakota,26.5,2.9321406302
40053,Grant County,Oklahoma,26.5,19.151402886
47171,Unicoi County,Tennessee,26.5,1.8870717725
48257,Kaufman County,Texas,26.5,3.4454546682
48265,Kerr County,Texas,26.5,5.2515214548
49029,Morgan County,Utah,26.5,0.057704153
50023,Washington County,Vermont,26.5,5.9314126808
12065,Jefferson County,Florida,26.6,5.8029069298
13169,Jones County,Georgia,26.6,12.357603668
18045,Fountain County,Indiana,26.6,2.8497608725
19175,Union County,Iowa,26.6,5.8998986473
20043,Doniphan County,Kansas,26.6,8.8098767571
20045,Douglas County,Kansas,26.6,5.3856842362
21021,Boyle County,Kentucky,26.6,7.3344366131
21139,Livingston County,Kentucky,26.6,6.6645977963
26019,Benzie County,Michigan,26.6,No Data
26139,Ottawa County,Michigan,26.6,7.8570118826
28025,Clay County,Mississippi,26.6,11.22133592
28065,Jefferson Davis County,Mississippi,26.6,9.5682788964
28093,Marshall County,Mississippi,26.6,10.186542971
29005,Atchison County,Missouri,26.6,1.5394525964
29017,Bollinger County,Missouri,26.6,11.604181361
29029,Camden County,Missouri,26.6,6.1768891006
35011,De Baca County,New Mexico,26.6,7.7929088912
35037,Quay County,New Mexico,26.6,18.203689881
38009,Bottineau County,North Dakota,26.6,10.461652457
40099,Murray County,Oklahoma,26.6,5.7104804864
47015,Cannon County,Tennessee,26.6,0.7438386169
47085,Humphreys County,Tennessee,26.6,8.6886252532
47115,Marion County,Tennessee,26.6,5.1269667997
51011,Appomattox County,Virginia,26.6,2.0415933563
51109,Louisa County,Virginia,26.6,0.5442560545
01019,Cherokee County,Alabama,26.7,5.0086522515
12087,Monroe County,Florida,26.7,9.0901393566
13315,Wilcox County,Georgia,26.7,5.1234104894
16041,Franklin County,Idaho,26.7,1.304773801
18133,Putnam County,Indiana,26.7,3.5391195263
20183,Smith County,Kansas,26.7,11.289882888
21075,Fulton County,Kentucky,26.7,0.0266333504
27019,Carver County,Minnesota,26.7,3.768171879
27129,Renville County,Minnesota,26.7,9.2988958462
29153,Ozark County,Missouri,26.7,17.740622581
29169,Pulaski County,Missouri,26.7,22.049822216
29205,Shelby County,Missouri,26.7,15.21346534
39111,Monroe County,Ohio,26.7,2.5619954265
40149,Washita County,Oklahoma,26.7,16.16728044
41029,Jackson County,Oregon,26.7,5.8202304647
41031,Jefferson County,Oregon,26.7,4.1037349636
42099,Perry County,Pennsylvania,26.7,2.2851485395
48225,Houston County,Texas,26.7,13.585542109
48441,Taylor County,Texas,26.7,9.9455816603
01037,Coosa County,Alabama,26.8,7.7172192361
05117,Prairie County,Arkansas,26.8,2.1533284376
06009,Calaveras County,California,26.8,5.9895027663
12037,Franklin County,Florida,26.8,0.6740569642
16067,Minidoka County,Idaho,26.8,17.646459185
18029,Dearborn County,Indiana,26.8,8.2775599767
19173,Taylor County,Iowa,26.8,1.0726016958
20089,Jewell County,Kansas,26.8,12.114315852
21191,Pendleton County,Kentucky,26.8,0.2037367331
28155,Webster County,Mississippi,26.8,3.6070059803
29113,Lincoln County,Missouri,26.8,2.6424489974
29197,Schuyler County,Missouri,26.8,37.338351491
30071,Phillips County,Montana,26.8,13.284016435
37169,Stokes County,North Carolina,26.8,4.2568633847
41035,Klamath County,Oregon,26.8,12.771875256
42027,Centre County,Pennsylvania,26.8,3.07943774
48401,Rusk County,Texas,26.8,11.199660811
51053,Dinwiddie County,Virginia,26.8,8.2452574529
51161,Roanoke County,Virginia,26.8,3.3979372621
51199,York County,Virginia,26.8,2.8443078539
55107,Rusk County,Wisconsin,26.8,14.21536958
55133,Waukesha County,Wisconsin,26.8,5.1258170249
56009,Converse County,Wyoming,26.8,2.8794243922
08049,Grand County,Colorado,26.9,0.2609285193
13121,Fulton County,Georgia,26.9,8.9575989835
13277,Tift County,Georgia,26.9,5.7360223858
18063,Hendricks County,Indiana,26.9,6.977471219
20007,Barber County,Kansas,26.9,3.2205164874
20151,Pratt County,Kansas,26.9,9.693501293
21055,Crittenden County,Kentucky,26.9,4.7580371169
21081,Grant County,Kentucky,26.9,2.3153173712
21239,Woodford County,Kentucky,26.9,12.077780845
26119,Montmorency County,Michigan,26.9,1.1900349109
27035,Crow Wing County,Minnesota,26.9,3.7304277678
27117,Pipestone County,Minnesota,26.9,9.2178893352
29115,Linn County,Missouri,26.9,8.0461626985
29167,Polk County,Missouri,26.9,1.0406300957
31049,Deuel County,Nebraska,26.9,7.8825112702
31163,Sherman County,Nebraska,26.9,4.9126535825
40121,Pittsburg County,Oklahoma,26.9,14.173151924
47017,Carroll County,Tennessee,26.9,3.4253596224
48221,Hood County,Texas,26.9,5.3795437037
55017,Chippewa County,Wisconsin,26.9,6.0795302918
55033,Dunn County,Wisconsin,26.9,5.7149173808
05053,Grant County,Arkansas,27,12.464759246
05109,Pike County,Arkansas,27,9.3728349573
09005,Litchfield County,Connecticut,27,3.3720152513
12015,Charlotte County,Florida,27,13.804222709
13275,Thomas County,Georgia,27,12.420757221
18117,Orange County,Indiana,27,0.3938804896
19119,Lyon County,Iowa,27,2.4777687602
19151,Pocahontas County,Iowa,27,8.1161903144
21183,Ohio County,Kentucky,27,2.879397788
26109,Menominee County,Michigan,27,5.3439499545
27069,Kittson County,Minnesota,27,8.1016396513
27075,Lake County,Minnesota,27,3.4778266852
27089,Marshall County,Minnesota,27,15.615833898
28163,Yazoo County,Mississippi,27,20.34262035
30023,Deer Lodge County,Montana,27,2.7436247222
30029,Flathead County,Montana,27,4.0747431268
31059,Fillmore County,Nebraska,27,7.0033549827
31183,Wheeler County,Nebraska,27,31.321064249
35053,Socorro County,New Mexico,27,27.283397625
37049,Craven County,North Carolina,27,8.6952444925
47119,Maury County,Tennessee,27,7.8384683857
48427,Starr County,Texas,27,23.732086512
50027,Windsor County,Vermont,27,1.1567972586
51121,Montgomery County,Virginia,27,4.4036232319
01029,Cleburne County,Alabama,27.1,2.0248519297
05089,Marion County,Arkansas,27.1,3.2087565959
08014,Broomfield County,Colorado,27.1,5.0412052139
12127,Volusia County,Florida,27.1,10.840355942
13145,Harris County,Georgia,27.1,0.3354731642
13177,Lee County,Georgia,27.1,6.8076937373
13227,Pickens County,Georgia,27.1,5.7179233498
17179,Tazewell County,Illinois,27.1,9.2754665496
17199,Williamson County,Illinois,27.1,12.314293748
18183,Whitley County,Indiana,27.1,1.2148594736
19089,Howard County,Iowa,27.1,10.175889877
29181,Ripley County,Missouri,27.1,3.9681177994
30019,Daniels County,Montana,27.1,5.2158852855
33003,Carroll County,New Hampshire,27.1,0.4511545364
37153,Richmond County,North Carolina,27.1,11.192452193
41007,Clatsop County,Oregon,27.1,3.725172418
41067,Washington County,Oregon,27.1,2.3074404056
47001,Anderson County,Tennessee,27.1,2.6408467875
55089,Ozaukee County,Wisconsin,27.1,5.3449805423
02013,Aleutians East Borough,Alaska,27.2,14.590333155
02290,Yukon-Koyukuk Census Area,Alaska,27.2,43.278596858
09007,Middlesex County,Connecticut,27.2,5.7770320657
12057,Hillsborough County,Florida,27.2,8.2191373262
12103,Pinellas County,Florida,27.2,5.1209154304
13097,Douglas County,Georgia,27.2,14.995913616
16003,Adams County,Idaho,27.2,8.5972666131
17187,Warren County,Illinois,27.2,2.8487708283
20077,Harper County,Kansas,27.2,9.9828105759
20135,Ness County,Kansas,27.2,9.7575259856
26149,St. Joseph County,Michigan,27.2,5.5103229144
29223,Wayne County,Missouri,27.2,17.765633389
35041,Roosevelt County,New Mexico,27.2,14.749646724
36111,Ulster County,New York,27.2,6.136865652
40135,Sequoyah County,Oklahoma,27.2,10.162477036
46109,Roberts County,South Dakota,27.2,10.27627599
46115,Spink County,South Dakota,27.2,11.516627115
47007,Bledsoe County,Tennessee,27.2,1.8957478556
47019,Carter County,Tennessee,27.2,23.050542941
47079,Henry County,Tennessee,27.2,10.39884428
48213,Henderson County,Texas,27.2,8.3481882481
55077,Marquette County,Wisconsin,27.2,0.3216564033
01017,Chambers County,Alabama,27.3,8.1029884513
05111,Poinsett County,Arkansas,27.3,10.325657892
13163,Jefferson County,Georgia,27.3,0.3239832427
19003,Adams County,Iowa,27.3,2.0076700462
27051,Grant County,Minnesota,27.3,14.284845465
27133,Rock County,Minnesota,27.3,4.2173640252
29123,Madison County,Missouri,27.3,10.206046219
37019,Brunswick County,North Carolina,27.3,8.6126302836
37161,Rutherford County,North Carolina,27.3,5.2546887408
37183,Wake County,North Carolina,27.3,5.3861653418
39075,Holmes County,Ohio,27.3,2.1995144142
39125,Paulding County,Ohio,27.3,6.2264091108
40005,Atoka County,Oklahoma,27.3,14.985586767
46089,Mcpherson County,South Dakota,27.3,23.20861746
47087,Jackson County,Tennessee,27.3,0.0323704886
48479,Webb County,Texas,27.3,9.6706213932
49049,Utah County,Utah,27.3,8.2110600081
51157,Rappahannock County,Virginia,27.3,5.1290811898
51840,Winchester City,Virginia,27.3,4.3648085751
56019,Johnson County,Wyoming,27.3,11.26850353
01105,Perry County,Alabama,27.4,27.847074248
05043,Drew County,Arkansas,27.4,9.2006050811
05079,Lincoln County,Arkansas,27.4,17.503821198
05135,Sharp County,Arkansas,27.4,17.99477855
13087,Decatur County,Georgia,27.4,5.9520508726
13115,Floyd County,Georgia,27.4,14.604842887
16049,Idaho County,Idaho,27.4,8.2333776767
19161,Sac County,Iowa,27.4,3.7578331974
19169,Story County,Iowa,27.4,10.483715173
20189,Stevens County,Kansas,27.4,10.691794456
21099,Hart County,Kentucky,27.4,4.5333070139
22095,St. John The Baptist Parish,Louisiana,27.4,12.558358159
26141,Presque Isle County,Michigan,27.4,6.2679686056
28111,Perry County,Mississippi,27.4,9.8779422473
29219,Warren County,Missouri,27.4,3.8828616331
31105,Kimball County,Nebraska,27.4,3.1444879545
32031,Washoe County,Nevada,27.4,6.7953440204
37179,Union County,North Carolina,27.4,7.5680186247
38103,Wells County,North Dakota,27.4,9.9935809322
42031,Clarion County,Pennsylvania,27.4,5.9469535348
45017,Calhoun County,South Carolina,27.4,0.2724689817
46103,Pennington County,South Dakota,27.4,9.0046107605
47091,Johnson County,Tennessee,27.4,2.7982983883
51023,Botetourt County,Virginia,27.4,10.8473376
54083,Randolph County,West Virginia,27.4,3.3835798625
55035,Eau Claire County,Wisconsin,27.4,7.5831329516
06039,Madera County,California,27.5,5.4188903903
08029,Delta County,Colorado,27.5,3.5130034248
13077,Coweta County,Georgia,27.5,11.729495184
13113,Fayette County,Georgia,27.5,5.8885187183
18121,Parke County,Indiana,27.5,6.474342215
19195,Worth County,Iowa,27.5,1.9926415612
22071,Orleans Parish,Louisiana,27.5,8.7829985729
25011,Franklin County,Massachusetts,27.5,5.3411922311
29131,Miller County,Missouri,27.5,1.689187806
37171,Surry County,North Carolina,27.5,2.9814291743
37191,Wayne County,North Carolina,27.5,10.386856779
40033,Cotton County,Oklahoma,27.5,6.9364326966
42073,Lawrence County,Pennsylvania,27.5,6.876427231
42079,Luzerne County,Pennsylvania,27.5,5.0607974508
42091,Montgomery County,Pennsylvania,27.5,3.7734310864
42109,Snyder County,Pennsylvania,27.5,2.8260809253
46035,Davison County,South Dakota,27.5,9.9845437271
48071,Chambers County,Texas,27.5,4.1331504055
48349,Navarro County,Texas,27.5,8.1029221976
48455,Trinity County,Texas,27.5,7.7912952654
05097,Montgomery County,Arkansas,27.6,10.536505923
08099,Prowers County,Colorado,27.6,12.622169224
13013,Barrow County,Georgia,27.6,11.311272118
13217,Newton County,Georgia,27.6,14.365566532
13305,Wayne County,Georgia,27.6,8.3612761029
17135,Montgomery County,Illinois,27.6,6.4791419532
18143,Scott County,Indiana,27.6,9.8410760504
21001,Adair County,Kentucky,27.6,3.403806555
21097,Harrison County,Kentucky,27.6,4.6568166268
28089,Madison County,Mississippi,27.6,4.2073369589
29007,Audrain County,Missouri,27.6,9.389153239
29033,Carroll County,Missouri,27.6,9.1277192173
29045,Clark County,Missouri,27.6,4.4880963712
36031,Essex County,New York,27.6,0.6577216642
38023,Divide County,North Dakota,27.6,7.9416652382
41039,Lane County,Oregon,27.6,5.5280517987
42003,Allegheny County,Pennsylvania,27.6,5.5203629829
48113,Dallas County,Texas,27.6,7.2364754536
50009,Essex County,Vermont,27.6,10.024634399
51660,Harrisonburg City,Virginia,27.6,1.4741574562
55059,Kenosha County,Wisconsin,27.6,9.5477766738
01003,Baldwin County,Alabama,27.7,7.936779358
01119,Sumter County,Alabama,27.7,10.744695752
12055,Highlands County,Florida,27.7,17.708150925
21213,Simpson County,Kentucky,27.7,6.7847226684
22093,St. James Parish,Louisiana,27.7,8.6718669879
26159,Van Buren County,Michigan,27.7,1.7066961167
27149,Stevens County,Minnesota,27.7,3.4411528605
29185,St. Clair County,Missouri,27.7,3.5817166567
31061,Franklin County,Nebraska,27.7,13.500500065
31135,Perkins County,Nebraska,27.7,7.3394660298
36077,Otsego County,New York,27.7,10.632755676
37083,Halifax County,North Carolina,27.7,6.3942426764
46067,Hutchinson County,South Dakota,27.7,2.314509246
47013,Campbell County,Tennessee,27.7,6.3311177582
48493,Wilson County,Texas,27.7,1.5981301233
50005,Caledonia County,Vermont,27.7,1.6712330391
54097,Upshur County,West Virginia,27.7,3.4037850616
04013,Maricopa County,Arizona,27.8,5.5091398411
05007,Benton County,Arkansas,27.8,6.6890514669
18111,Newton County,Indiana,27.8,5.404391458
19049,Dallas County,Iowa,27.8,2.3994582713
21159,Martin County,Kentucky,27.8,0.8216115272
22089,St. Charles Parish,Louisiana,27.8,11.279307071
23023,Sagadahoc County,Maine,27.8,2.8451971636
29015,Benton County,Missouri,27.8,5.1778123646
29186,Ste. Genevieve County,Missouri,27.8,12.427984713
39103,Medina County,Ohio,27.8,3.8704347758
39123,Ottawa County,Ohio,27.8,8.9571072726
42045,Delaware County,Pennsylvania,27.8,2.3848901772
48139,Ellis County,Texas,27.8,7.3348757637
51101,King William County,Virginia,27.8,2.859613367
55013,Burnett County,Wisconsin,27.8,2.8966134355
55049,Iowa County,Wisconsin,27.8,1.57768799
55093,Pierce County,Wisconsin,27.8,3.8123734884
01023,Choctaw County,Alabama,27.9,13.044275445
06055,Napa County,California,27.9,2.6299629965
06067,Sacramento County,California,27.9,4.2269674461
06093,Siskiyou County,California,27.9,11.382890917
13193,Macon County,Georgia,27.9,0.2222837176
16087,Washington County,Idaho,27.9,6.6484033678
19063,Emmet County,Iowa,27.9,11.070435899
20205,Wilson County,Kansas,27.9,7.7565016143
26051,Gladwin County,Michigan,27.9,5.5768815652
27115,Pine County,Minnesota,27.9,4.3070026861
29155,Pemiscot County,Missouri,27.9,6.0963080424
29165,Platte County,Missouri,27.9,6.3208216459
39067,Harrison County,Ohio,27.9,4.5882513993
41005,Clackamas County,Oregon,27.9,3.3486454454
42103,Pike County,Pennsylvania,27.9,2.6694983336
42123,Warren County,Pennsylvania,27.9,4.3333389337
45029,Colleton County,South Carolina,27.9,18.154646768
47155,Sevier County,Tennessee,27.9,7.7418713121
49053,Washington County,Utah,27.9,10.606006357
51035,Carroll County,Virginia,27.9,1.7000395417
51135,Nottoway County,Virginia,27.9,21.768832927
53023,Garfield County,Washington,27.9,3.5352683481
54073,Pleasants County,West Virginia,27.9,0.001049885
55067,Langlade County,Wisconsin,27.9,9.8757881593
12111,St. Lucie County,Florida,28,15.218196507
13089,Dekalb County,Georgia,28,8.7224733719
18135,Randolph County,Indiana,28,7.8572297424
19183,Washington County,Iowa,28,3.0008834986
20163,Rooks County,Kansas,28,3.7824303064
21063,Elliott County,Kentucky,28,No Data
27001,Aitkin County,Minnesota,28,11.339267091
27041,Douglas County,Minnesota,28,6.9210048577
27109,Olmsted County,Minnesota,28,2.4484826375
30027,Fergus County,Montana,28,11.923042102
31085,Hayes County,Nebraska,28,44.432661838
32005,Douglas County,Nevada,28,12.038822445
40001,Adair County,Oklahoma,28,5.1649243995
41061,Union County,Oregon,28,3.7538440488
42025,Carbon County,Pennsylvania,28,1.825632007
45087,Union County,South Carolina,28,3.7335171365
47103,Lincoln County,Tennessee,28,3.8015836484
48099,Coryell County,Texas,28,25.571006915
48367,Parker County,Texas,28,5.7540345516
56011,Crook County,Wyoming,28,5.7133538402
08077,Mesa County,Colorado,28.1,8.8438588619
13107,Emanuel County,Georgia,28.1,14.709483549
18017,Cass County,Indiana,28.1,2.6853128904
27055,Houston County,Minnesota,28.1,2.5492123035
33015,Rockingham County,New Hampshire,28.1,5.2067264292
37105,Lee County,North Carolina,28.1,8.1448590927
38087,Slope County,North Dakota,28.1,20.562708256
38095,Towner County,North Dakota,28.1,8.0289747039
41037,Lake County,Oregon,28.1,18.490713911
46105,Perkins County,South Dakota,28.1,8.5528167341
48041,Brazos County,Texas,28.1,12.364658376
48209,Hays County,Texas,28.1,2.449100261
48303,Lubbock County,Texas,28.1,8.1888965062
51025,Brunswick County,Virginia,28.1,10.065113641
53049,Pacific County,Washington,28.1,3.9229660021
13067,Cobb County,Georgia,28.2,8.0151023724
13073,Columbia County,Georgia,28.2,5.9153058646
16075,Payette County,Idaho,28.2,7.2393028733
20049,Elk County,Kansas,28.2,18.513463025
26069,Iosco County,Michigan,28.2,5.2867243906
27163,Washington County,Minnesota,28.2,6.1060721993
27171,Wright County,Minnesota,28.2,2.9097660729
29003,Andrew County,Missouri,28.2,4.6210286664
29137,Monroe County,Missouri,28.2,5.7914000364
30055,Mccone County,Montana,28.2,12.786648359
42085,Mercer County,Pennsylvania,28.2,7.8646703292
46083,Lincoln County,South Dakota,28.2,2.6317170681
48423,Smith County,Texas,28.2,8.1379072281
51670,Hopewell City,Virginia,28.2,14.441906853
54105,Wirt County,West Virginia,28.2,0.6400110775
55001,Adams County,Wisconsin,28.2,3.6511226093
05061,Howard County,Arkansas,28.3,16.120074635
13045,Carroll County,Georgia,28.3,19.469790676
18107,Montgomery County,Indiana,28.3,3.7659388809
18169,Wabash County,Indiana,28.3,7.1773438359
20047,Edwards County,Kansas,28.3,4.835866248
21079,Garrard County,Kentucky,28.3,No Data
21169,Metcalfe County,Kentucky,28.3,0.4761707486
22103,St. Tammany Parish,Louisiana,28.3,7.8376809946
28029,Copiah County,Mississippi,28.3,13.622577184
28139,Tippah County,Mississippi,28.3,1.8535079628
29079,Grundy County,Missouri,28.3,13.692707879
36023,Cortland County,New York,28.3,4.3112925152
36097,Schuyler County,New York,28.3,0.3555402908
38063,Nelson County,North Dakota,28.3,26.458984029
39165,Warren County,Ohio,28.3,6.1041151737
41045,Malheur County,Oregon,28.3,4.1436352378
41053,Polk County,Oregon,28.3,8.0751830267
42083,Mckean County,Pennsylvania,28.3,0.7130380203
46005,Beadle County,South Dakota,28.3,6.3690838927
46093,Meade County,South Dakota,28.3,4.5692630915
46101,Moody County,South Dakota,28.3,4.3045606511
47049,Fentress County,Tennessee,28.3,0.1175137123
47145,Roane County,Tennessee,28.3,6.2427860336
47165,Sumner County,Tennessee,28.3,7.2849452857
51620,Franklin City,Virginia,28.3,27.43230505
51760,Richmond City,Virginia,28.3,6.5194306128
54065,Morgan County,West Virginia,28.3,4.4650977911
54091,Taylor County,West Virginia,28.3,No Data
55119,Taylor County,Wisconsin,28.3,11.510817995
56041,Uinta County,Wyoming,28.3,1.3741469637
02090,Fairbanks North Star Borough,Alaska,28.4,7.7312017214
05071,Johnson County,Arkansas,28.4,13.329277557
09015,Windham County,Connecticut,28.4,2.567837933
16079,Shoshone County,Idaho,28.4,4.1356820164
19059,Dickinson County,Iowa,28.4,1.8840215449
19073,Greene County,Iowa,28.4,4.5487570426
19101,Jefferson County,Iowa,28.4,6.6241783372
21033,Caldwell County,Kentucky,28.4,0.5657857326
21227,Warren County,Kentucky,28.4,5.4569722705
27095,Mille Lacs County,Minnesota,28.4,2.6195138013
31103,Keya Paha County,Nebraska,28.4,26.484422122
31137,Phelps County,Nebraska,28.4,4.5929504576
42019,Butler County,Pennsylvania,28.4,3.1888357879
42057,Fulton County,Pennsylvania,28.4,0.8657483125
45063,Lexington County,South Carolina,28.4,8.6588635823
48053,Burnet County,Texas,28.4,6.7961284317
54009,Brooke County,West Virginia,28.4,4.8097476715
54075,Pocahontas County,West Virginia,28.4,19.717801818
56021,Laramie County,Wyoming,28.4,11.906202265
01077,Lauderdale County,Alabama,28.5,6.4706819216
01085,Lowndes County,Alabama,28.5,20.204006563
05041,Desha County,Arkansas,28.5,16.613151534
05055,Greene County,Arkansas,28.5,6.6507178492
12033,Escambia County,Florida,28.5,12.307623397
16051,Jefferson County,Idaho,28.5,10.606544683
18157,Tippecanoe County,Indiana,28.5,17.436907114
19041,Clay County,Iowa,28.5,4.5675752376
19177,Van Buren County,Iowa,28.5,8.4002660205
20099,Labette County,Kansas,28.5,7.0936944525
26041,Delta County,Michigan,28.5,5.0529518266
27139,Scott County,Minnesota,28.5,4.2730247708
29055,Crawford County,Missouri,28.5,3.5426578173
29065,Dent County,Missouri,28.5,7.6309171281
29163,Pike County,Missouri,28.5,9.9238727156
30017,Custer County,Montana,28.5,4.5418035142
35047,San Miguel County,New Mexico,28.5,22.67533107
36071,Orange County,New York,28.5,5.9708780531
37107,Lenoir County,North Carolina,28.5,13.311760301
39009,Athens County,Ohio,28.5,10.97970372
40133,Seminole County,Oklahoma,28.5,12.212222656
42069,Lackawanna County,Pennsylvania,28.5,4.0669239246
42095,Northampton County,Pennsylvania,28.5,4.7521639124
45019,Charleston County,South Carolina,28.5,5.9883202837
47181,Wayne County,Tennessee,28.5,8.9481680328
49039,Sanpete County,Utah,28.5,8.1479456822
51007,Amelia County,Virginia,28.5,6.1539265812
51087,Henrico County,Virginia,28.5,4.7260929232
51775,Salem City,Virginia,28.5,4.7590432165
55095,Polk County,Wisconsin,28.5,1.6534332137
05113,Polk County,Arkansas,28.6,16.946320931
13167,Johnson County,Georgia,28.6,11.05023147
13233,Polk County,Georgia,28.6,12.153877133
13279,Toombs County,Georgia,28.6,5.27596193
18047,Franklin County,Indiana,28.6,3.1759391106
19131,Mitchell County,Iowa,28.6,8.6051162778
20065,Graham County,Kansas,28.6,6.5681628659
21219,Todd County,Kentucky,28.6,3.2557369422
25013,Hampden County,Massachusetts,28.6,4.8009759742
26133,Osceola County,Michigan,28.6,0.0269463907
27011,Big Stone County,Minnesota,28.6,9.8389443848
29019,Boone County,Missouri,28.6,9.9881036963
29111,Lewis County,Missouri,28.6,13.000134016
31097,Johnson County,Nebraska,28.6,5.8521852783
32015,Lander County,Nevada,28.6,4.1816889314
36099,Seneca County,New York,28.6,2.0608994644
42121,Venango County,Pennsylvania,28.6,1.9556301358
48091,Comal County,Texas,28.6,4.4724232707
48149,Fayette County,Texas,28.6,5.5955411701
48157,Fort Bend County,Texas,28.6,5.9138341419
02240,Southeast Fairbanks Census Area,Alaska,28.7,9.8880084733
04007,Gila County,Arizona,28.7,11.015265243
13285,Troup County,Georgia,28.7,4.2870106838
21113,Jessamine County,Kentucky,28.7,7.6943815306
24021,Frederick County,Maryland,28.7,3.1136978411
27021,Cass County,Minnesota,28.7,5.2107726626
29117,Livingston County,Missouri,28.7,3.687465692
31057,Dundy County,Nebraska,28.7,17.183412876
36115,Washington County,New York,28.7,2.3648603179
39041,Delaware County,Ohio,28.7,4.7167885741
39097,Madison County,Ohio,28.7,8.2357414782
51027,Buchanan County,Virginia,28.7,1.1125299876
51071,Giles County,Virginia,28.7,0.3608224444
51570,Colonial Heights City,Virginia,28.7,5.1861221836
53037,Kittitas County,Washington,28.7,9.7179044522
01043,Cullman County,Alabama,28.8,2.8437442709
01049,Dekalb County,Alabama,28.8,No Data
04019,Pima County,Arizona,28.8,8.9287254303
08075,Logan County,Colorado,28.8,7.9147721567
17099,Lasalle County,Illinois,28.8,7.5213263178
19035,Cherokee County,Iowa,28.8,6.0338979221
19165,Shelby County,Iowa,28.8,5.5855284607
26105,Mason County,Michigan,28.8,9.0451120007
27173,Yellow Medicine County,Minnesota,28.8,9.4507040594
28117,Prentiss County,Mississippi,28.8,3.2354798632
29125,Maries County,Missouri,28.8,1.9107656679
32003,Clark County,Nevada,28.8,5.1868139744
36107,Tioga County,New York,28.8,1.0604493348
