County_FIPS,County,State,Obesity-2019-Percentage,Access to Exercise Opportunities-2020 & 2022-Percent
13015,Bartow County,Georgia,25.9,55.8341980330759
13085,Dawson County,Georgia,25.9,89.58504365997459
13157,Jackson County,Georgia,25.9,65.87403006310349
18007,Benton County,Indiana,25.9,40.566578736093604
19135,Monroe County,Iowa,25.9,69.7109674013462
20105,Lincoln County,Kansas,25.9,0.9186798230691
20143,Ottawa County,Kansas,25.9,2.1447253705318
21215,Spencer County,Kentucky,25.9,39.7691123653155
27165,Watonwan County,Minnesota,25.9,71.6164578334666
28037,Franklin County,Mississippi,25.9,70.071661237785
29203,Shannon County,Missouri,25.9,56.7486843976675
37003,Alexander County,North Carolina,25.9,47.2560640983427
37093,Hoke County,North Carolina,25.9,62.2403133520218
37127,Nash County,North Carolina,25.9,55.4153943350532
37141,Pender County,North Carolina,25.9,62.0816238393436
38091,Steele County,North Dakota,25.9,33.5928809788654
40141,Tillman County,Oklahoma,25.9,52.99942594718709
47043,Dickson County,Tennessee,25.9,59.6557120500782
47135,Perry County,Tennessee,25.9,11.6901745158977
48015,Austin County,Texas,25.9,42.3674876520701
55003,Ashland County,Wisconsin,25.9,70.15661071941099
55047,Green Lake County,Wisconsin,25.9,65.9533073929961
02110,Juneau City and Borough,Alaska,26,100
05147,Woodruff County,Arkansas,26,45.525602169405
12009,Brevard County,Florida,26,85.6062854015417
12071,Lee County,Florida,26,86.0324754016051
12117,Seminole County,Florida,26,94.399986407734
17011,Bureau County,Illinois,26,74.2690410299603
17015,Carroll County,Illinois,26,56.9481594701312
17067,Hancock County,Illinois,26,52.219069239500605
18137,Ripley County,Indiana,26,32.440075875150896
18151,Steuben County,Indiana,26,50.425439233338196
21003,Allen County,Kentucky,26,25.8451525160288
21017,Bourbon County,Kentucky,26,53.3181907959708
21189,Owsley County,Kentucky,26,84.1026906936559
26027,Cass County,Michigan,26,60.823043672100596
26161,Washtenaw County,Michigan,26,87.8355871465489
32021,Mineral County,Nevada,26,92.6218708827404
38019,Cavalier County,North Dakota,26,67.1436285097192
38021,Dickey County,North Dakota,26,45.5691138227646
40105,Nowata County,Oklahoma,26,48.100858369098695
46039,Deuel County,South Dakota,26,43.7019790454016
48085,Collin County,Texas,26,92.3574753514676
48231,Hunt County,Texas,26,57.99251670735121
49027,Millard County,Utah,26,58.5510597302505
51125,Nelson County,Virginia,26,54.9780033840948
51610,Falls Church City,Virginia,26,100
51630,Fredericksburg City,Virginia,26,100
55023,Crawford County,Wisconsin,26,56.6250853348228
56001,Albany County,Wyoming,26,93.5115739491717
01131,Wilcox County,Alabama,26.1,1.5943396226415
05005,Baxter County,Arkansas,26.1,61.073341821414
12073,Leon County,Florida,26.1,83.5149453452796
13027,Brooks County,Georgia,26.1,43.451322004785
13127,Glynn County,Georgia,26.1,78.6316997834294
18105,Monroe County,Indiana,26.1,93.8275669562977
19159,Ringgold County,Iowa,26.1,45.7645292730002
26055,Grand Traverse County,Michigan,26.1,79.8525798525799
26135,Oscoda County,Michigan,26.1,74.81445431317681
29151,Osage County,Missouri,26.1,30.910049721259604
33009,Grafton County,New Hampshire,26.1,84.911872516956
39005,Ashland County,Ohio,26.1,61.826224569565504
45039,Fairfield County,South Carolina,26.1,9.848195531793
48181,Grayson County,Texas,26.1,77.8786067889895
51147,Prince Edward County,Virginia,26.1,80.7679985354021
53071,Walla Walla County,Washington,26.1,83.908027610891
12081,Manatee County,Florida,26.2,89.5141477571239
15001,Hawaii County,Hawaii,26.2,74.7185102851532
18115,Ohio County,Indiana,26.2,70.37037037037041
20079,Harvey County,Kansas,26.2,73.33059017164359
20109,Logan County,Kansas,26.2,75.1267197682839
20171,Scott County,Kansas,26.2,84.27489807804311
20185,Stafford County,Kansas,26.2,45.7760314341847
21051,Clay County,Kentucky,26.2,98.8400098304252
27017,Carlton County,Minnesota,26.2,63.0043914160245
28045,Hancock County,Mississippi,26.2,68.8532777452066
29073,Gasconade County,Missouri,26.2,50.4258483168852
37119,Mecklenburg County,North Carolina,26.2,89.5756273969459
42029,Chester County,Pennsylvania,26.2,89.3945319443951
44005,Newport County,Rhode Island,26.2,92.9054330184603
45005,Allendale County,South Carolina,26.2,55.1436745863913
48297,Live Oak County,Texas,26.2,19.867666519629502
51009,Amherst County,Virginia,26.2,82.69077203181399
05067,Jackson County,Arkansas,26.3,46.0519247985676
06097,Sonoma County,California,26.3,94.3896347238388
06101,Sutter County,California,26.3,84.0524725743479
16001,Ada County,Idaho,26.3,86.0083601533032
17195,Whiteside County,Illinois,26.3,64.9512488552908
25023,Plymouth County,Massachusetts,26.3,91.5359096038386
27063,Jackson County,Minnesota,26.3,61.3474822304535
29213,Taney County,Missouri,26.3,58.73613241536761
30061,Mineral County,Montana,26.3,88.4895259095921
35027,Lincoln County,New Mexico,26.3,85.8947160688736
39063,Hancock County,Ohio,26.3,74.25654030966359
39127,Perry County,Ohio,26.3,79.1318346136466
41051,Multnomah County,Oregon,26.3,99.5398735388042
48467,Van Zandt County,Texas,26.3,48.586688164458096
49055,Wayne County,Utah,26.3,43.4030571198713
51057,Essex County,Virginia,26.3,50.0141522785168
54031,Hardy County,West Virginia,26.3,68.1166515140919
55015,Calumet County,Wisconsin,26.3,83.2157431066702
55123,Vernon County,Wisconsin,26.3,47.3399752555838
06045,Mendocino County,California,26.4,65.9337780155238
13165,Jenkins County,Georgia,26.4,61.65552225040351
13179,Liberty County,Georgia,26.4,67.5677332352581
13271,Telfair County,Georgia,26.4,57.6260318986936
13297,Walton County,Georgia,26.4,73.705171040518
16035,Clearwater County,Idaho,26.4,63.2928784062285
17031,Cook County,Illinois,26.4,99.2616491844154
17075,Iroquois County,Illinois,26.4,38.8004579532444
22031,De Soto Parish,Louisiana,26.4,45.0954796359839
27079,Le Sueur County,Minnesota,26.4,78.6252354048964
29053,Cooper County,Missouri,26.4,59.5041805531193
30049,Lewis And Clark County,Montana,26.4,69.3136826680569
40107,Okfuskee County,Oklahoma,26.4,34.8894783377542
42127,Wayne County,Pennsylvania,26.4,48.9434072915648
46017,Buffalo County,South Dakota,26.4,No Data
48309,Mclennan County,Texas,26.4,71.8860690999658
49051,Wasatch County,Utah,26.4,74.8304012878004
51137,Orange County,Virginia,26.4,64.40116952612131
54015,Clay County,West Virginia,26.4,No Data
01027,Clay County,Alabama,26.5,64.39308794605229
12011,Broward County,Florida,26.5,98.5666345226615
13081,Crisp County,Georgia,26.5,46.0453100158982
16063,Lincoln County,Idaho,26.5,No Data
17073,Henry County,Illinois,26.5,78.5792549306063
21131,Leslie County,Kentucky,26.5,100
29009,Barry County,Missouri,26.5,57.2131812127179
30081,Ravalli County,Montana,26.5,69.5522252908951
32510,Carson City,Nevada,26.5,98.5879704633435
37037,Chatham County,North Carolina,26.5,71.1162089532674
38011,Bowman County,North Dakota,26.5,61.6438356164384
40053,Grant County,Oklahoma,26.5,0
47171,Unicoi County,Tennessee,26.5,100
48257,Kaufman County,Texas,26.5,65.9899525153121
48265,Kerr County,Texas,26.5,60.306475531389005
49029,Morgan County,Utah,26.5,94.2496949979666
50023,Washington County,Vermont,26.5,73.4362198404869
12065,Jefferson County,Florida,26.6,48.2288077188146
13169,Jones County,Georgia,26.6,86.428899001658
18045,Fountain County,Indiana,26.6,51.690029734814004
19175,Union County,Iowa,26.6,83.9347503707365
20043,Doniphan County,Kansas,26.6,22.1171770972037
20045,Douglas County,Kansas,26.6,92.7457170518163
21021,Boyle County,Kentucky,26.6,73.433723133207
21139,Livingston County,Kentucky,26.6,42.6417641764176
26019,Benzie County,Michigan,26.6,61.6082359488036
26139,Ottawa County,Michigan,26.6,89.0111411208643
28025,Clay County,Mississippi,26.6,66.677398583387
28065,Jefferson Davis County,Mississippi,26.6,29.476194682448497
28093,Marshall County,Mississippi,26.6,35.660109030575995
29005,Atchison County,Missouri,26.6,38.6804901036758
29017,Bollinger County,Missouri,26.6,26.2326109586448
29029,Camden County,Missouri,26.6,60.9708737864078
35011,De Baca County,New Mexico,26.6,81.2131919905771
35037,Quay County,New Mexico,26.6,74.4797621769952
38009,Bottineau County,North Dakota,26.6,62.0786957203323
40099,Murray County,Oklahoma,26.6,57.084292289988504
47015,Cannon County,Tennessee,26.6,No Data
47085,Humphreys County,Tennessee,26.6,55.239599789362806
47115,Marion County,Tennessee,26.6,71.0059992370912
51011,Appomattox County,Virginia,26.6,56.287610893976
51109,Louisa County,Virginia,26.6,36.3921693797212
01019,Cherokee County,Alabama,26.7,38.2243402346722
12087,Monroe County,Florida,26.7,80.5886043873833
13315,Wilcox County,Georgia,26.7,No Data
16041,Franklin County,Idaho,26.7,60.8919261659856
18133,Putnam County,Indiana,26.7,63.178674508522604
20183,Smith County,Kansas,26.7,62.7450980392157
21075,Fulton County,Kentucky,26.7,75.2724481964697
27019,Carver County,Minnesota,26.7,96.5806849853164
27129,Renville County,Minnesota,26.7,39.2718875229233
29153,Ozark County,Missouri,26.7,30.948205308079004
29169,Pulaski County,Missouri,26.7,66.0791400240942
29205,Shelby County,Missouri,26.7,35.6709814845158
39111,Monroe County,Ohio,26.7,65.86477400074709
40149,Washita County,Oklahoma,26.7,50.622482607103606
41029,Jackson County,Oregon,26.7,87.30308744552289
41031,Jefferson County,Oregon,26.7,60.1869235164476
42099,Perry County,Pennsylvania,26.7,46.141093320535795
48225,Houston County,Texas,26.7,54.056013776851294
48441,Taylor County,Texas,26.7,82.8675772303223
01037,Coosa County,Alabama,26.8,4.5345142967171
05117,Prairie County,Arkansas,26.8,32.4197053851727
06009,Calaveras County,California,26.8,75.8390002649475
12037,Franklin County,Florida,26.8,58.8306160147779
16067,Minidoka County,Idaho,26.8,55.119603942071905
18029,Dearborn County,Indiana,26.8,63.3990410229089
19173,Taylor County,Iowa,26.8,60.0576662143826
20089,Jewell County,Kansas,26.8,3.0695770804911
21191,Pendleton County,Kentucky,26.8,33.4130019120459
28155,Webster County,Mississippi,26.8,No Data
29113,Lincoln County,Missouri,26.8,40.6956054654715
29197,Schuyler County,Missouri,26.8,26.934523809523803
30071,Phillips County,Montana,26.8,60.8252312070192
37169,Stokes County,North Carolina,26.8,54.685534591194994
41035,Klamath County,Oregon,26.8,73.6994511114633
42027,Centre County,Pennsylvania,26.8,76.3011152416357
48401,Rusk County,Texas,26.8,48.7512927567319
51053,Dinwiddie County,Virginia,26.8,32.626042151214804
51161,Roanoke County,Virginia,26.8,72.4509692661639
51199,York County,Virginia,26.8,89.9193375687058
55107,Rusk County,Wisconsin,26.8,52.8897659994361
55133,Waukesha County,Wisconsin,26.8,96.9113809591673
56009,Converse County,Wyoming,26.8,83.3757544905825
08049,Grand County,Colorado,26.9,72.2784246357447
13121,Fulton County,Georgia,26.9,93.99780633911749
13277,Tift County,Georgia,26.9,67.1463815789474
18063,Hendricks County,Indiana,26.9,77.03732521683409
20007,Barber County,Kansas,26.9,46.996215704825
20151,Pratt County,Kansas,26.9,80.6596046740199
21055,Crittenden County,Kentucky,26.9,56.8631813125695
21081,Grant County,Kentucky,26.9,62.6438394611283
21239,Woodford County,Kentucky,26.9,82.9742101149939
26119,Montmorency County,Michigan,26.9,15.1753523434939
27035,Crow Wing County,Minnesota,26.9,79.1131678840948
27117,Pipestone County,Minnesota,26.9,67.4235993208829
29115,Linn County,Missouri,26.9,61.824153612935795
29167,Polk County,Missouri,26.9,44.2050826485612
31049,Deuel County,Nebraska,26.9,57.290533188248105
31163,Sherman County,Nebraska,26.9,50.65900642108821
40121,Pittsburg County,Oklahoma,26.9,50.421492700980096
47017,Carroll County,Tennessee,26.9,25.8755274261603
48221,Hood County,Texas,26.9,77.75901814993989
55017,Chippewa County,Wisconsin,26.9,55.0613149916286
55033,Dunn County,Wisconsin,26.9,55.268485915493
05053,Grant County,Arkansas,27,35.1041318632364
05109,Pike County,Arkansas,27,35.296431029397304
09005,Litchfield County,Connecticut,27,81.4451416413768
12015,Charlotte County,Florida,27,87.2446440135512
13275,Thomas County,Georgia,27,52.069959386872796
18117,Orange County,Indiana,27,66.5928424019731
19119,Lyon County,Iowa,27,42.1317244846657
19151,Pocahontas County,Iowa,27,63.4359988697372
21183,Ohio County,Kentucky,27,25.403836446239296
26109,Menominee County,Michigan,27,61.6202876350949
27069,Kittson County,Minnesota,27,31.6139767054908
27075,Lake County,Minnesota,27,79.8807886290692
27089,Marshall County,Minnesota,27,29.4137168141593
28163,Yazoo County,Mississippi,27,62.0050106569944
30023,Deer Lodge County,Montana,27,90.2133531472243
30029,Flathead County,Montana,27,79.5020937742557
31059,Fillmore County,Nebraska,27,65.91605116195281
31183,Wheeler County,Nebraska,27,8.2687338501292
35053,Socorro County,New Mexico,27,56.028924374811695
37049,Craven County,North Carolina,27,73.1423749007149
47119,Maury County,Tennessee,27,66.0645314635451
48427,Starr County,Texas,27,36.5594660194175
50027,Windsor County,Vermont,27,68.99901303828369
51121,Montgomery County,Virginia,27,82.0890283892059
01029,Cleburne County,Alabama,27.1,42.4282678002125
05089,Marion County,Arkansas,27.1,30.8510638297872
08014,Broomfield County,Colorado,27.1,99.69235751295341
12127,Volusia County,Florida,27.1,82.3827597855993
13145,Harris County,Georgia,27.1,18.486788969655
13177,Lee County,Georgia,27.1,53.0229472605012
13227,Pickens County,Georgia,27.1,75.9001685934489
17179,Tazewell County,Illinois,27.1,84.1384771171665
17199,Williamson County,Illinois,27.1,83.0104388485995
18183,Whitley County,Indiana,27.1,62.17425638325879
19089,Howard County,Iowa,27.1,76.72404688985111
29181,Ripley County,Missouri,27.1,58.3575241127446
30019,Daniels County,Montana,27.1,No Data
33003,Carroll County,New Hampshire,27.1,73.6563753567366
37153,Richmond County,North Carolina,27.1,39.8523727471709
41007,Clatsop County,Oregon,27.1,85.2965523957928
41067,Washington County,Oregon,27.1,96.8119765745238
47001,Anderson County,Tennessee,27.1,65.2438312824968
55089,Ozaukee County,Wisconsin,27.1,97.2722205829317
02013,Aleutians East Borough,Alaska,27.2,11.0818713450292
02290,Yukon-Koyukuk Census Area,Alaska,27.2,19.4647201946472
09007,Middlesex County,Connecticut,27.2,97.2754117324728
12057,Hillsborough County,Florida,27.2,91.11944275847709
12103,Pinellas County,Florida,27.2,98.8859428614326
13097,Douglas County,Georgia,27.2,78.3356558996651
16003,Adams County,Idaho,27.2,11.1897693537337
17187,Warren County,Illinois,27.2,54.6539946539947
20077,Harper County,Kansas,27.2,70.1731996353692
20135,Ness County,Kansas,27.2,No Data
26149,St. Joseph County,Michigan,27.2,65.0125535371437
29223,Wayne County,Missouri,27.2,65.9558957535994
35041,Roosevelt County,New Mexico,27.2,79.8968266374863
36111,Ulster County,New York,27.2,79.38752055254031
40135,Sequoyah County,Oklahoma,27.2,42.318169089381605
46109,Roberts County,South Dakota,27.2,4.309338521400799
46115,Spink County,South Dakota,27.2,41.5972331394435
47007,Bledsoe County,Tennessee,27.2,28.860725541473897
47019,Carter County,Tennessee,27.2,86.7503016537724
47079,Henry County,Tennessee,27.2,56.3495760737911
48213,Henderson County,Texas,27.2,62.4138770541692
55077,Marquette County,Wisconsin,27.2,29.168804515136
01017,Chambers County,Alabama,27.3,49.9309789485793
05111,Poinsett County,Arkansas,27.3,42.8913564119312
13163,Jefferson County,Georgia,27.3,50.5570055382265
19003,Adams County,Iowa,27.3,54.40064794816411
27051,Grant County,Minnesota,27.3,47.760948304247606
27133,Rock County,Minnesota,27.3,55.1215993404782
29123,Madison County,Missouri,27.3,84.3418343101537
37019,Brunswick County,North Carolina,27.3,78.1642073844308
37161,Rutherford County,North Carolina,27.3,37.7319843585128
37183,Wake County,North Carolina,27.3,89.5667649480702
39075,Holmes County,Ohio,27.3,38.0706871989689
39125,Paulding County,Ohio,27.3,44.267786876528795
40005,Atoka County,Oklahoma,27.3,28.643145018737197
46089,Mcpherson County,South Dakota,27.3,21.4433844877644
47087,Jackson County,Tennessee,27.3,28.3033485409314
48479,Webb County,Texas,27.3,91.08882349858109
49049,Utah County,Utah,27.3,79.9473459923355
51157,Rappahannock County,Virginia,27.3,46.012520413718
51840,Winchester City,Virginia,27.3,100
56019,Johnson County,Wyoming,27.3,61.7970877234521
01105,Perry County,Alabama,27.4,54.96416402302901
05043,Drew County,Arkansas,27.4,66.2190201729107
05079,Lincoln County,Arkansas,27.4,37.925971717796195
05135,Sharp County,Arkansas,27.4,48.8969949626542
13087,Decatur County,Georgia,27.4,57.9970715428883
13115,Floyd County,Georgia,27.4,80.8873650896697
16049,Idaho County,Idaho,27.4,19.4909618523668
19161,Sac County,Iowa,27.4,61.5447320154881
19169,Story County,Iowa,27.4,94.8750215655033
20189,Stevens County,Kansas,27.4,28.3619047619048
21099,Hart County,Kentucky,27.4,27.6389464952302
22095,St. John The Baptist Parish,Louisiana,27.4,71.7376462556207
26141,Presque Isle County,Michigan,27.4,41.4111847173009
28111,Perry County,Mississippi,27.4,36.5215880462167
29219,Warren County,Missouri,27.4,73.0580884836204
31105,Kimball County,Nebraska,27.4,76.266744321491
32031,Washoe County,Nevada,27.4,88.2711329271602
37179,Union County,North Carolina,27.4,73.6106972430089
38103,Wells County,North Dakota,27.4,No Data
42031,Clarion County,Pennsylvania,27.4,51.5990440643377
45017,Calhoun County,South Carolina,27.4,16.8567178978681
46103,Pennington County,South Dakota,27.4,79.2276281335262
47091,Johnson County,Tennessee,27.4,100
51023,Botetourt County,Virginia,27.4,68.5141088224789
54083,Randolph County,West Virginia,27.4,68.37319203780609
55035,Eau Claire County,Wisconsin,27.4,82.3677986945417
06039,Madera County,California,27.5,74.3483408530927
08029,Delta County,Colorado,27.5,60.4083856904731
13077,Coweta County,Georgia,27.5,65.3450375620903
13113,Fayette County,Georgia,27.5,81.5762538382805
18121,Parke County,Indiana,27.5,46.9980193117108
19195,Worth County,Iowa,27.5,37.8207711944109
22071,Orleans Parish,Louisiana,27.5,94.9476167782561
25011,Franklin County,Massachusetts,27.5,69.69547649551589
29131,Miller County,Missouri,27.5,56.6782622765148
37171,Surry County,North Carolina,27.5,47.5441079611542
37191,Wayne County,North Carolina,27.5,55.8018630734746
40033,Cotton County,Oklahoma,27.5,48.5254206622037
42073,Lawrence County,Pennsylvania,27.5,90.3880562332985
42079,Luzerne County,Pennsylvania,27.5,81.8408815887271
42091,Montgomery County,Pennsylvania,27.5,96.4086285378721
42109,Snyder County,Pennsylvania,27.5,63.695389571169706
46035,Davison County,South Dakota,27.5,81.6195630386851
48071,Chambers County,Texas,27.5,79.4292585514591
48349,Navarro County,Texas,27.5,53.388187899057506
48455,Trinity County,Texas,27.5,83.4068519335392
05097,Montgomery County,Arkansas,27.6,97.2418670438472
08099,Prowers County,Colorado,27.6,67.3556129677473
13013,Barrow County,Georgia,27.6,70.5191305909826
13217,Newton County,Georgia,27.6,62.406763688735204
13305,Wayne County,Georgia,27.6,54.3259023354565
17135,Montgomery County,Illinois,27.6,37.8004807692308
18143,Scott County,Indiana,27.6,58.7229330708661
21001,Adair County,Kentucky,27.6,43.5486430725282
21097,Harrison County,Kentucky,27.6,35.4001711962337
28089,Madison County,Mississippi,27.6,81.1782491181456
29007,Audrain County,Missouri,27.6,72.8186844002884
29033,Carroll County,Missouri,27.6,48.6168334314303
29045,Clark County,Missouri,27.6,48.326801326499904
36031,Essex County,New York,27.6,100
38023,Divide County,North Dakota,27.6,52.7562642369021
41039,Lane County,Oregon,27.6,90.1995190236336
42003,Allegheny County,Pennsylvania,27.6,92.9022420032977
48113,Dallas County,Texas,27.6,96.7280763746016
50009,Essex County,Vermont,27.6,31.824324324324298
51660,Harrisonburg City,Virginia,27.6,98.73779287451269
55059,Kenosha County,Wisconsin,27.6,97.7363420848827
01003,Baldwin County,Alabama,27.7,65.7358467771512
01119,Sumter County,Alabama,27.7,33.1389226407452
12055,Highlands County,Florida,27.7,76.6404899491283
21213,Simpson County,Kentucky,27.7,61.401449423292796
22093,St. James Parish,Louisiana,27.7,33.8104199683043
26159,Van Buren County,Michigan,27.7,57.28101393096699
27149,Stevens County,Minnesota,27.7,72.3916864853686
29185,St. Clair County,Missouri,27.7,33.9508832399828
31061,Franklin County,Nebraska,27.7,38.975424022153
31135,Perkins County,Nebraska,27.7,50.069979006298105
36077,Otsego County,New York,27.7,52.9372565101497
37083,Halifax County,North Carolina,27.7,51.637118999629806
46067,Hutchinson County,South Dakota,27.7,21.1256227278847
47013,Campbell County,Tennessee,27.7,45.2052352821349
48493,Wilson County,Texas,27.7,65.5176572266999
50005,Caledonia County,Vermont,27.7,61.217874507988
54097,Upshur County,West Virginia,27.7,58.4984884111522
04013,Maricopa County,Arizona,27.8,92.7364537769807
05007,Benton County,Arkansas,27.8,71.8636246935811
18111,Newton County,Indiana,27.8,17.7584960231381
19049,Dallas County,Iowa,27.8,68.3882100363169
21159,Martin County,Kentucky,27.8,35.7756711260742
22089,St. Charles Parish,Louisiana,27.8,85.3907781308874
23023,Sagadahoc County,Maine,27.8,71.99378729665659
29015,Benton County,Missouri,27.8,33.0978653191709
29186,Ste. Genevieve County,Missouri,27.8,34.1955733535364
39103,Medina County,Ohio,27.8,92.7336000438428
39123,Ottawa County,Ohio,27.8,58.5373104746804
42045,Delaware County,Pennsylvania,27.8,97.9728862923218
48139,Ellis County,Texas,27.8,55.3069548725676
51101,King William County,Virginia,27.8,59.1633913531724
55013,Burnett County,Wisconsin,27.8,64.2623744402759
55049,Iowa County,Wisconsin,27.8,39.9932515078662
55093,Pierce County,Wisconsin,27.8,72.8276319529992
01023,Choctaw County,Alabama,27.9,25.163837347019303
06055,Napa County,California,27.9,95.1738528753288
06067,Sacramento County,California,27.9,98.63298118992721
06093,Siskiyou County,California,27.9,72.3273436790997
13193,Macon County,Georgia,27.9,43.933123655024
16087,Washington County,Idaho,27.9,66.37142857142861
19063,Emmet County,Iowa,27.9,77.1303792074989
20205,Wilson County,Kansas,27.9,36.6535250463822
26051,Gladwin County,Michigan,27.9,44.839675411644194
27115,Pine County,Minnesota,27.9,55.35046405319301
29155,Pemiscot County,Missouri,27.9,45.1056765212949
29165,Platte County,Missouri,27.9,85.506662418711
39067,Harrison County,Ohio,27.9,29.6761720637989
41005,Clackamas County,Oregon,27.9,91.8232277569346
42103,Pike County,Pennsylvania,27.9,52.951225762364395
42123,Warren County,Pennsylvania,27.9,76.8497162256719
45029,Colleton County,South Carolina,27.9,48.3680447622008
47155,Sevier County,Tennessee,27.9,65.4787558446839
49053,Washington County,Utah,27.9,76.71220718996669
51035,Carroll County,Virginia,27.9,62.8811524609844
51135,Nottoway County,Virginia,27.9,34.362613476537504
53023,Garfield County,Washington,27.9,42.9133858267717
54073,Pleasants County,West Virginia,27.9,69.37148830523981
55067,Langlade County,Wisconsin,27.9,61.3513929505926
12111,St. Lucie County,Florida,28,82.1153250350823
13089,Dekalb County,Georgia,28,88.4744800374682
18135,Randolph County,Indiana,28,46.836992898538895
19183,Washington County,Iowa,28,74.0748947485043
20163,Rooks County,Kansas,28,40.7399878023989
21063,Elliott County,Kentucky,28,12.0886592330704
27001,Aitkin County,Minnesota,28,49.4616805759062
27041,Douglas County,Minnesota,28,76.4754140388658
27109,Olmsted County,Minnesota,28,86.60276210185019
30027,Fergus County,Montana,28,70.0331993709593
31085,Hayes County,Nebraska,28,No Data
32005,Douglas County,Nevada,28,80.860006466214
40001,Adair County,Oklahoma,28,15.763016157989199
41061,Union County,Oregon,28,84.8450145060315
42025,Carbon County,Pennsylvania,28,65.68286768907629
45087,Union County,South Carolina,28,62.9679929525767
47103,Lincoln County,Tennessee,28,28.129335485149596
48099,Coryell County,Texas,28,55.6569145415378
48367,Parker County,Texas,28,55.8803686362348
56011,Crook County,Wyoming,28,59.727057512881196
08077,Mesa County,Colorado,28.1,62.9345613122419
13107,Emanuel County,Georgia,28.1,45.0720309205903
18017,Cass County,Indiana,28.1,68.8170055452865
27055,Houston County,Minnesota,28.1,86.5255001857454
33015,Rockingham County,New Hampshire,28.1,88.2132944591567
37105,Lee County,North Carolina,28.1,74.8012957256854
38087,Slope County,North Dakota,28.1,1.1331444759207001
38095,Towner County,North Dakota,28.1,56.567992599445006
41037,Lake County,Oregon,28.1,21.5563725490196
46105,Perkins County,South Dakota,28.1,50.1234567901235
48041,Brazos County,Texas,28.1,86.6644715179453
48209,Hays County,Texas,28.1,76.451359995354
48303,Lubbock County,Texas,28.1,86.9359610351566
51025,Brunswick County,Virginia,28.1,11.010158369613201
53049,Pacific County,Washington,28.1,57.235180826021804
13067,Cobb County,Georgia,28.2,91.0321621512265
13073,Columbia County,Georgia,28.2,68.6744439459009
16075,Payette County,Idaho,28.2,66.6587883085165
20049,Elk County,Kansas,28.2,27.4667740636327
26069,Iosco County,Michigan,28.2,74.86230534532629
27163,Washington County,Minnesota,28.2,93.0503647670872
27171,Wright County,Minnesota,28.2,82.2756956777065
29003,Andrew County,Missouri,28.2,50.901571546732804
29137,Monroe County,Missouri,28.2,21.6362797138241
30055,Mccone County,Montana,28.2,5.320994794679
42085,Mercer County,Pennsylvania,28.2,85.18237356758121
46083,Lincoln County,South Dakota,28.2,91.15575267414559
48423,Smith County,Texas,28.2,71.10146951117659
51670,Hopewell City,Virginia,28.2,90.0490600442843
54105,Wirt County,West Virginia,28.2,46.5344628417405
55001,Adams County,Wisconsin,28.2,39.130434782608695
05061,Howard County,Arkansas,28.3,8.5803676183027
13045,Carroll County,Georgia,28.3,65.1920300802363
18107,Montgomery County,Indiana,28.3,63.2697174188106
18169,Wabash County,Indiana,28.3,65.1698088842975
20047,Edwards County,Kansas,28.3,54.0763673890609
21079,Garrard County,Kentucky,28.3,60.225328850351
21169,Metcalfe County,Kentucky,28.3,59.7900058331713
22103,St. Tammany Parish,Louisiana,28.3,80.9237630872737
28029,Copiah County,Mississippi,28.3,55.678934010152304
28139,Tippah County,Mississippi,28.3,58.959431583772606
29079,Grundy County,Missouri,28.3,48.307504078303396
36023,Cortland County,New York,28.3,76.5408361639856
36097,Schuyler County,New York,28.3,48.1618057883562
38063,Nelson County,North Dakota,28.3,36.0530679933665
39165,Warren County,Ohio,28.3,84.3321490321329
41045,Malheur County,Oregon,28.3,39.7896804029014
41053,Polk County,Oregon,28.3,86.833346676884
42083,Mckean County,Pennsylvania,28.3,81.9623070834982
46005,Beadle County,South Dakota,28.3,61.7473497310565
46093,Meade County,South Dakota,28.3,57.828621197909705
46101,Moody County,South Dakota,28.3,18.5448232323232
47049,Fentress County,Tennessee,28.3,68.3108875547623
47145,Roane County,Tennessee,28.3,65.9033031233615
47165,Sumner County,Tennessee,28.3,54.32925244929459
51620,Franklin City,Virginia,28.3,87.3227383863081
51760,Richmond City,Virginia,28.3,89.9386611358722
54065,Morgan County,West Virginia,28.3,63.992263962960806
54091,Taylor County,West Virginia,28.3,43.8132295719844
55119,Taylor County,Wisconsin,28.3,61.3468588359363
56041,Uinta County,Wyoming,28.3,68.0440097799511
02090,Fairbanks North Star Borough,Alaska,28.4,76.3849249908525
05071,Johnson County,Arkansas,28.4,43.162841275389304
09015,Windham County,Connecticut,28.4,73.1270078510196
16079,Shoshone County,Idaho,28.4,91.7153922089756
19059,Dickinson County,Iowa,28.4,84.1608766875671
19073,Greene County,Iowa,28.4,63.47052787595489
19101,Jefferson County,Iowa,28.4,61.6101640809551
21033,Caldwell County,Kentucky,28.4,28.745355364060398
21227,Warren County,Kentucky,28.4,63.9862062814929
27095,Mille Lacs County,Minnesota,28.4,61.071847008579304
31103,Keya Paha County,Nebraska,28.4,No Data
31137,Phelps County,Nebraska,28.4,45.4504906333631
42019,Butler County,Pennsylvania,28.4,82.7645112844041
42057,Fulton County,Pennsylvania,28.4,46.5718604012091
45063,Lexington County,South Carolina,28.4,68.8282974648884
48053,Burnet County,Texas,28.4,43.3075513942601
54009,Brooke County,West Virginia,28.4,81.75894321556811
54075,Pocahontas County,West Virginia,28.4,94.51010293556999
